"name[Blue Spice], eatType[coffee shop], area[city centre]"	Blue spice is a coffee shop in the city centre with a coffee shop.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a kid friendly pub located near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the moderate price range. it is located in the city centre and is kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the moderate price range. it is located near raja indian cuisine. it has a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the moderate price range. it is located in the riverside area and is kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the more than £30 price range. it is located near raja indian cuisine in the city centre.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a japanese pub in the more than £30 price range. it is located in the city centre and is children friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the more than £30 price range. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the more than £30 price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a japanese pub in the more than £30 price range. it is located in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the more than £30 price range. it is located near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly pub that serves japanese food. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the more than £30 price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a japanese pub in the more than £30 price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the more than £30 price range. it is located near raja indian cuisine in riverside.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly japanese pub in the more than £30 price range. it is located in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a italian restaurant located in the riverside area near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly italian restaurant near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced italian restaurant in the city centre near raja indian cuisine
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a moderate priced italian restaurant in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced italian restaurant near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced italian restaurant located in riverside near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a child friendly italian restaurant in the riverside area near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a kid friendly japanese restaurant located in riverside near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a cheap, family friendly japanese restaurant in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a children friendly japanese restaurant in the high price range. it is located in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a japanese restaurant located in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly japanese restaurant located in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a japanese restaurant near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly japanese restaurant located in the riverside area near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderate priced japanese restaurant located in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a japanese restaurant in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced japanese restaurant located near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced japanese restaurant located in riverside near raja indian cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a japanese restaurant located in the city centre near raja indian cuisine. it is not child friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family-friendly japanese restaurant located in the city centre.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a japanese restaurant located in the riverside area near raja raja cuisine. it is not children friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly japanese restaurant located in the riverside area.
"name[Wildwood], eatType[coffee shop], area[riverside]"	Wildwood is a coffee shop in the riverside area with coffee shop.
"name[Wildwood], eatType[pub], area[riverside]"	There is a pub in the riverside area called wildwood.
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly pub that serves french food. it is located in the riverside area near raja indian cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub providing indian food it is located in the city centre. it is near raja indian.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a pub that serves indian food. it is located in the city centre near raja indian cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub providing indian food in the riverside area near raja indian cuisine. it is not family friendly.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a pub that serves indian food in the riverside area. it is near raja indian.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub near raja indian cuisine in the city centre. it is not family-friendly.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family-friendly italian pub located in the city centre near raja indian cuisine.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub that serves italian food. it is located near raja indian cuisine in the riverside area.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly pub located near raja indian cuisine in the riverside area.
"name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly restaurant located near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant providing indian food it is located in the city centre. it is near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves indian food in the city centre near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant providing indian food it is located in the riverside. it is near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves indian food in the riverside area near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is an italian restaurant located in the city centre near raja indian indian.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family-friendly italian restaurant located in the city centre near raja indian cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant near raja indian cuisine in riverside. it is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly restaurant located near raja indian cuisine.
"name[Zizzi], eatType[coffee shop], area[riverside]"	Zizzi is a coffee shop located in the riverside area.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]"	Zizzi is a coffee shop near burger king.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]"	Zizzi is a coffee shop with a high customer rating. it is located near burger king.
"name[Zizzi], eatType[coffee shop], near[The Sorrento]"	Zizzi is a coffee shop near the sorrento in the sorrento.
"name[Zizzi], eatType[pub], area[riverside]"	Zizzi is a pub located in the riverside area.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]"	Zizzi is a pub near burger king and has an average customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]"	Zizzi is a pub near burger king with high customer rating.
"name[Zizzi], eatType[pub], near[The Sorrento]"	Zizzi is a pub near to the sorrento.
