'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly and costs more than £30.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly french restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults provides indian food in the £20-25 price range. It is located in riverside near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults provides indian food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a high priced indian restaurant in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly pub that serves indian food in the high price range in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced indian pub near Raja Indian Cuisine in the riverside area. It is not children friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly pub that serves indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap indian pub located in the city centre near Raja Indian Cuisine. It is not family friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly pub that serves indian food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap indian pub near Raja Indian Cuisine in the riverside area. It is not family friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly pub that provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly pub serving indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub providing indian food in the moderate price range. It is located in the riverside area near the Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly pub that serves indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a pub providing indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a cheap family friendly italian pub near Raja Indian Cuisine in the riverside area.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian pub located in the city centre near Raja Indian Cuisine. It is not children friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly italian pub near Raja Indian Cuisine in the city centre with a high price range.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian pub near Raja Indian Cuisine in the riverside area. It is not children friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly italian pub near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian pub near Raja Indian Cuisine in the city centre. It is not family-friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family-friendly italian pub near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a high priced indian restaurant in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap indian restaurant near Raja Indian Cuisine in the riverside area. It is not family friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the moderate price range. It is located in the riverside. It is near the Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly italian restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a cheap family friendly italian restaurant near Raja Indian Cuisine in the riverside area.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly italian restaurant located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a child friendly italian restaurant near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly italian restaurant located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian pub near Raja Indian Cuisine in the city centre. It is not kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the city centre with a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap family friendly japanese pub near Raja Indian Cuisine in the riverside area.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese pub near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly japanese pub near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is not kid friendly and has a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is kid friendly and has a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced japanese pub with a customer rating of 1 out of 5. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub with a moderate price range with a customer rating of 1 out of 5. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is not children friendly and costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is child friendly and costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It is not children friendly and has a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5 and is not children friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5 and is children friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub with a price range of more than £30. It is not children friendly and has a customer rating of 5 out of 5. It is located in riverside near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese pub with a price range of more than £30 and has a customer rating of 5 out of 5. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a low customer rating and has a price range of more than £30 and is not children friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese pub with a price range of more than £30. It has a low customer rating and is located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a non children friendly japanese pub with a price range of more than £30. It has a low customer rating and is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese pub with a price range of more than £30. It has a low customer rating and is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap italian restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly italian restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian restaurant located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian restaurant in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian restaurant near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly italian restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap family friendly japanese restaurant near Raja Indian Cuisine in the riverside area.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap japanese restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly japanese restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap japanese restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese restaurant located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly and costs more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child-friendly japanese restaurant near Raja Indian Cuisine in the city centre with a price range of more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly and costs more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[Wildwood], eatType[coffee shop], area[riverside]'	'In the riverside area is a coffee shop called Wildwood.'
'name[Wildwood], eatType[pub], area[riverside]'	'Wildwood is a pub by the riverside.'
'name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly french pub near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a pub providing indian food in the city centre. It is near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian pub in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is an indian pub near Raja Indian Cuisine in the riverside area. It is not family friendly.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian pub located in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is an italian pub near Raja Indian Cuisine in the city centre. It is not family-friendly.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family-friendly italian pub located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is an italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly italian pub near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly french restaurant near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non family friendly indian restaurant located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian restaurant located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a restaurant providing indian food in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian restaurant near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non family-friendly italian restaurant located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family-friendly italian restaurant located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non family-friendly italian restaurant near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly italian restaurant near Raja Indian Cuisine in the riverside area.'
'name[Zizzi], eatType[coffee shop], area[riverside]'	'In the riverside area is a coffee shop called Zizzi.'
'name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]'	'Zizzi is a coffee shop with an average customer rating. It is located near Burger King.'
'name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]'	'Near Burger King is a highly rated coffee shop called Zizzi.'
'name[Zizzi], eatType[coffee shop], near[The Sorrento]'	'Zizzi is a coffee shop near The Sorrento.'
'name[Zizzi], eatType[pub], area[riverside]'	'Zizzi is a pub by the riverside.'
