'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is in city centre and it is a coffee shop.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant, kid friendly and expensive with a 3 out of 5 rating, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant with an average rating, it is in city centre near Raja Indian Cuisine, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine with an average rating, it is a pub, it costs less than £20 and it 's kid friendly and a japanese restaurant.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs less than £20 with an average rating, it is near Raja Indian Cuisine in riverside, it is a pub, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine with an average rating, it is a pub, it costs less than £20 and it 's kid friendly and a japanese restaurant.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant with a low rating, it is in city centre near Raja Indian Cuisine, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs less than £20 with a low rating, it is near Raja Indian Cuisine in city centre, it is a pub and it is family friendly and a japanese restaurant.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant with a low rating, it costs less than £20, it 's in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs less than £20 with a low rating, it is near Raja Indian Cuisine in riverside, it is a pub and it is kid friendly and a japanese restaurant.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant and moderately priced with a 1 out of 5 rating, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine with a 1 out of 5 rating, it is a japanese restaurant, kid friendly and moderately priced and it is a pub.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine, it is a french restaurant and kid friendly and it is expensive.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a french restaurant and it is n 't family friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs less than £20, it 's near Raja Indian Cuisine in city centre and it is a french restaurant and family friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a french restaurant and it is n 't kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine, it is a french restaurant and family friendly and it costs less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is moderately priced and a french restaurant, it is near Raja Indian Cuisine in city centre and it is n 't kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine, it is a french restaurant and kid friendly and it is moderately priced.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is near Raja Indian Cuisine in riverside, it is a french restaurant and moderately priced and it is n 't kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine, it is a french restaurant and kid friendly and it is moderately priced.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's near Raja Indian Cuisine in city centre, it is a french restaurant and it is n 't family friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's near Raja Indian Cuisine in city centre and it is a french restaurant and family friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a french restaurant and it is n 't kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a french restaurant and it is kid friendly.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is an indian restaurant and kid friendly with a price range of £20-25, it is near Raja Indian Cuisine in riverside and it is a restaurant.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine, it is cheap and an indian restaurant and it is kid friendly.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine, it is an indian restaurant and expensive and it is n 't family friendly.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in city centre near Raja Indian Cuisine, it is a pub, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a pub, it is in riverside near Raja Indian Cuisine and it is an indian restaurant, expensive and kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a pub, it is an indian restaurant and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's in city centre near Raja Indian Cuisine, it is an indian restaurant and family friendly and it is a pub.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub, it costs less than £20, it 's in riverside near Raja Indian Cuisine, it is an indian restaurant and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's near Raja Indian Cuisine in riverside, it is an indian restaurant and family friendly and it is a pub.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and moderately priced, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is moderately priced, an indian restaurant and kid friendly, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is moderately priced, an indian restaurant and kid friendly, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman costs more than £30, it 's in riverside near Raja Indian Cuisine, it is an indian restaurant and family friendly and it is a pub.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine with a price range of £20-25, it is kid friendly and an italian restaurant and it is a pub.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is cheap, an italian restaurant and kid friendly, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an italian restaurant and expensive, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is an italian restaurant, expensive and kid friendly, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an italian restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is expensive, an italian restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub, it is in city centre near Raja Indian Cuisine, it is an italian restaurant, it is n 't family friendly and it costs less than £20.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a pub and it is family friendly and an italian restaurant.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is an italian restaurant, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in city centre near Raja Indian Cuisine, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is an indian restaurant and expensive and it is n 't kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant, it is near Raja Indian Cuisine in city centre, it is n 't family friendly and it costs less than £20.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and family friendly, it costs less than £20, it 's in city centre near Raja Indian Cuisine and it is a restaurant.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's near Raja Indian Cuisine in riverside, it is an indian restaurant and it is n 't kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and family friendly, it costs less than £20, it 's in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is moderately priced and an indian restaurant, it is near Raja Indian Cuisine in city centre and it is n 't kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in city centre near Raja Indian Cuisine, it is moderately priced and an indian restaurant and it is kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is moderately priced and an indian restaurant, it is near Raja Indian Cuisine in riverside and it is n 't kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is moderately priced and an indian restaurant and it is kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is an indian restaurant and kid friendly, it costs more than £30, it 's in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is an italian restaurant and kid friendly with a price range of £20-25, it is in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is cheap and an italian restaurant and it is kid friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is in city centre near Raja Indian Cuisine, it is an italian restaurant and expensive and it is n 't family friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in city centre near Raja Indian Cuisine, it is an italian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is an italian restaurant and expensive and it is n 't kid friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is in riverside near Raja Indian Cuisine, it is an italian restaurant and kid friendly and it is expensive.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an italian restaurant, it is near Raja Indian Cuisine in city centre, it is n 't family friendly and it costs less than £20.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is family friendly and an italian restaurant, it is near Raja Indian Cuisine in city centre and it costs less than £20.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman costs less than £20, it 's near Raja Indian Cuisine in riverside, it is an italian restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is an italian restaurant, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a pub and it is family friendly and an italian restaurant.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is an italian restaurant and moderately priced, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is moderately priced, an italian restaurant and kid friendly, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is an italian restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is moderately priced, an italian restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's in riverside near Raja Indian Cuisine, it is an italian restaurant and kid friendly and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine with a price range of £20-25, it is a pub and it is kid friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is cheap, kid friendly and a japanese restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is a japanese restaurant, kid friendly and expensive and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a pub, it is n 't family friendly and it 's a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a pub and it is family friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a pub, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a pub and it is kid friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant and moderately priced, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant, kid friendly and moderately priced, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant, kid friendly and moderately priced, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in city centre near Raja Indian Cuisine with a 1 out of 5 rating, it is a japanese restaurant, kid friendly and moderately priced and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant and moderately priced with a 1 out of 5 rating, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine with a 1 out of 5 rating, it is a japanese restaurant, kid friendly and moderately priced and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's in city centre near Raja Indian Cuisine, it is a pub, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's a pub, it is in city centre near Raja Indian Cuisine and it is a japanese restaurant and family friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's a japanese restaurant, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a japanese restaurant and kid friendly and it is a pub.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant with a 5 out of 5 rating, it is in city centre near Raja Indian Cuisine, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30 with a 5 out of 5 rating, it is in city centre near Raja Indian Cuisine, it is a pub and it is family friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30 with a 5 out of 5 rating, it is in riverside near Raja Indian Cuisine, it is a pub, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine with a 5 out of 5 rating, it is a pub, it costs more than £30 and it 's kid friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant with a low rating, it is in city centre near Raja Indian Cuisine, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30 with a low rating, it is in city centre near Raja Indian Cuisine, it is a pub and it is family friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant with a low rating, it is in riverside near Raja Indian Cuisine, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30 with a low rating, it is near Raja Indian Cuisine in riverside, it is a pub and it is kid friendly and a japanese restaurant.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is an italian restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is an italian restaurant and family friendly, it costs less than £20, it 's in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is moderately priced and an italian restaurant, it is near Raja Indian Cuisine in city centre and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in city centre near Raja Indian Cuisine, it is moderately priced and an italian restaurant and it is kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is moderately priced and an italian restaurant, it is near Raja Indian Cuisine in riverside and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is moderately priced and an italian restaurant and it is kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in riverside, it is an italian restaurant and it is kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is near Raja Indian Cuisine in riverside with a price range of £20-25, it is a japanese restaurant and kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is a japanese restaurant and family friendly and it is cheap.'
