'name[Blue Spice], eatType[coffee shop], area[city centre]'	'In the city centre Blue Spice is a coffee shop with a price range of more than £30.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly, and costs less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly and moderately priced.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a restaurant providing french food in the moderate price range. It is located in riverside near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and moderately priced.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and costs more than £30.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly french restaurant located in the city centre near Raja Indian Cuisine. It has a price range of more than £30.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant in the riverside area near the Raja Indian Cuisine. It has a price range of more than £30 and is not children friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly indian restaurant in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap, family friendly indian restaurant in riverside near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a restaurant providing indian food in the high price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly indian restaurant in the high price range in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly pub serving indian food in the high price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a non-children friendly pub serving indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly pub serving indian food in the high price range in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub that provides indian food in the low price range. It is located in the city centre near Raja Indian Cuisine and is not family friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly pub that serves indian food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub providing indian food in the low price range. It is located in the riverside area near Raja Indian Cuisine. It is not family friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly pub that provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a moderately priced indian pub located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly pub that serves indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a pub that provides indian food in the moderate price range. It is located in the riverside near Raja Indian Cuisine. It is not kids friendly.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly, moderately priced indian pub in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a pub that provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly italian pub with a price range of £20-25. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a cheap, family friendly italian pub in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a non-children friendly italian pub near Raja Indian Cuisine in the city centre with a high price range.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly italian pub in the city centre near Raja Indian Cuisine with a high price range.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian pub in the riverside area near Raja Indian Cuisine. It is not child friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly italian pub in the riverside area near Raja Indian Cuisine with a high price range.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian pub in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family-friendly pub serving italian food in the city centre near Raja Indian Cuisine with a price range less than £20.'
'name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a cheap italian pub in the riverside area near Raja Indian Cuisine. It is not family-friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly indian restaurant in the high price range in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the high price range. It is located in riverside near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a high priced, child friendly indian restaurant in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly indian restaurant in the city centre near Raja Indian Cuisine with a price range of less than £20.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the low price range. It is located in the riverside area near Raja Indian Cuisine and is not family friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family friendly indian restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a moderately priced indian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a moderately priced family friendly indian restaurant in the city centre near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the moderate price range. It is located in the riverside near Raja Indian Cuisine and is not kid friendly.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly indian restaurant with a moderate price range in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a kid friendly italian restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a cheap, family friendly italian restaurant in riverside near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a high priced italian restaurant in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a children friendly italian restaurant in the city centre near Raja Indian Cuisine with a high price range.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is an expensive italian restaurant in riverside near Raja Indian Cuisine. It is not child friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a high priced, child friendly italian restaurant in the riverside area near Raja Indian Cuisine.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing italian food in the low price range. It is located in the city centre near Raja Indian Cuisine and is not family-friendly.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Waterman is a family-friendly italian restaurant in the city centre near Raja Indian Cuisine with prices less than £20.'
'name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Waterman is a restaurant providing italian food in the low price range. It is located in the riverside area near Raja Indian Cuisine and is not family-friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is an italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and costs less than £20.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly italian pub near Raja Indian Cuisine in the riverside area. It has a price range of less than £20.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian pub in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian pub in the city centre near Raja Indian Cuisine with a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly italian pub in the riverside area near Raja Indian Cuisine with a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly italian pub near Raja Indian Cuisine in riverside with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap, family friendly pub serving japanese food in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese pub in the riverside area near Raja Indian Cuisine with a high price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and costs less than £20.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly pub that serves japanese food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located near Raja Indian Cuisine in the riverside area. It is not family-friendly and costs less than £20.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese pub in the riverside area near Raja Indian Cuisine with a price range of less than £20.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a pub providing japanese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is not kids friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a pub providing japanese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly pub serving japanese food in the riverside area near Raja Indian Cuisine. It has a moderate price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near the Raja Indian Cuisine. It has a customer rating of 1 out of 5, is kid friendly and moderately priced.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced japanese pub in the riverside area near the Raja Indian Cuisine. It has a customer rating of 1 out of 5 and is not child friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese pub with a moderate price range and a customer rating of 1 out of 5. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not child friendly and costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese pub in the city centre near Raja Indian Cuisine with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a non-children friendly pub serving japanese food in the riverside area near Raja Indian Cuisine with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese pub in the riverside area near Raja Indian Cuisine with a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near the Raja Indian Cuisine. It has a customer rating of 5 out of 5, is not child friendly and has a high price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5, is child friendly and has a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a pub providing japanese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine. Its customer rating is 5 out of 5.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub with a customer rating of 5 out of 5. It is located in the riverside area near the Raja Indian Cuisine. It is children friendly and costs more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub in the city centre near Raja Indian Cuisine. It has a price range of more than £30 and is not child friendly.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a child friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a low customer rating and a price range of more than £30.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub in the riverside area near the Raja Indian Cuisine. It has a low customer rating, is not child friendly and has a high price range.'
'name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese pub in the riverside area near the Raja Indian Cuisine. It has a low customer rating, is child friendly and costs more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a restaurant providing italian food in the low price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly italian restaurant in the riverside area near Raja Indian Cuisine with prices less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced, kid-friendly italian restaurant in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced italian restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a restaurant providing italian food in the moderate price range. It is located in riverside near Raja Indian Cuisine and is kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly italian restaurant in the riverside area near Raja Indian Cuisine. The price range is more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a kid friendly japanese restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a cheap, family friendly japanese restaurant in the riverside area near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese restaurant in the riverside area near Raja Indian Cuisine with a high price range.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and costs less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family-friendly japanese restaurant in the city centre near Raja Indian Cuisine with a price range of less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and costs less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a family friendly japanese restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a restaurant providing japanese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine adults only.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly and moderately priced.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a moderately priced japanese restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and moderately priced.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a restaurant providing japanese food in the more than £30 price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese restaurant near Raja Indian Cuisine in the city centre with a price range of more than £30.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is a japanese restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30 and is not child friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is a children friendly japanese restaurant in the riverside area near Raja Indian Cuisine with a price range of more than £30.'
'name[Wildwood], eatType[coffee shop], area[riverside]'	'Wildwood is a high priced coffee shop in the riverside area.'
'name[Wildwood], eatType[pub], area[riverside]'	'By the riverside is a pub called Wildwood.'
'name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a children friendly french pub in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family-friendly pub serving indian food in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian pub located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is an indian pub in the riverside area near Raja Indian Cuisine. It is not family friendly.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian pub in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family-friendly italian pub located in the city centre near the Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family-friendly italian pub in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family-friendly italian pub near Raja Indian Cuisine in the riverside area.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly italian pub in the riverside area near Raja Indian Cuisine.'
