src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the city centre. It is near All Bar One. Its customer rating is 5 out of 5.	0.5677	0.5830	5.9720	0.4060	0.5526	1.6667
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the city centre near All Bar One. Its customer rating is 5 out of 5.	0.4821	0.4984	5.9918	0.3892	0.5457	1.4206
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is 5 out of 5.	0.3894	0.4126	5.1874	0.4136	0.6058	0.9937
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It has a 5 out of 5 customer rating and is family friendly.	0.5844	0.6017	5.4220	0.4167	0.5714	2.9270
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the city centre. It is near All Bar One. Its customer rating is average.	0.9034	0.9056	5.6186	0.5415	0.9069	4.7563
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a chinese restaurant located in the city centre near All Bar One. It is family friendly and has an average customer rating.	0.7692	0.7786	5.7506	0.4168	0.7708	2.5655
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.	0.4264	0.4499	5.0856	0.3557	0.5214	2.0379
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.	0.9221	0.9247	5.9715	0.5362	0.9037	4.2163
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.	0.5815	0.5944	5.5871	0.3728	0.5506	1.4179
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.	0.5417	0.5563	5.8512	0.4120	0.6334	1.3592
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.	0.6018	0.6154	6.2197	0.4267	0.5832	2.5616
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.	0.5251	0.5396	5.4019	0.3525	0.5588	1.9950
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is average.	0.4668	0.4880	5.6549	0.3790	0.5439	1.4225
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the high price range. It is located in the city centre near All Bar One. Its customer rating is average.	0.9163	0.9193	5.4279	0.5029	0.8635	3.1841
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.	0.9221	0.9247	7.0435	0.5362	0.9037	2.6567
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.	0.9221	0.9247	6.9858	0.5362	0.9037	2.5876
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the less than £20 price range. It is located in the city centre. It is near All Bar One. Its customer rating is low.	0.8510	0.8529	6.1354	0.5543	0.9155	3.2732
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a chinese restaurant located in the city centre near All Bar One. It is family friendly and has a low customer rating.	0.7758	0.7838	4.5599	0.3668	0.5968	0.8122
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the less than £20 price range. It is located in the riverside. It is near All Bar One. Its customer rating is low.	0.4113	0.4348	5.9641	0.3795	0.6153	1.4887
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the low price range. It is located in the riverside. Its customer rating is low. It is near All Bar One.	0.3728	0.3953	4.7035	0.3735	0.6040	1.4115
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the moderate price range. It is located in the city centre near All Bar One. Its customer rating is 1 out of 5.	0.8756	0.8777	6.0624	0.5161	0.8763	2.5725
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.	0.5303	0.5472	5.8169	0.3443	0.6676	1.2637
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.	0.5585	0.5730	5.8555	0.4148	0.6252	2.0850
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.	0.9364	0.9384	6.2593	0.5482	0.9128	3.5884
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 3 out of 5.	0.6643	0.6743	5.9040	0.4644	0.6360	3.0722
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant that provides chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 3 out of 5.	0.9176	0.9198	7.3137	0.9815	0.9590	3.5947
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 3 out of 5.	0.4950	0.5141	6.0567	0.3688	0.6252	2.2716
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant that provides chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 3 out of 5.	0.9299	0.9318	6.8445	0.9807	0.9578	2.7711
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the more than £30 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.	0.4258	0.4446	5.4576	0.3701	0.4554	1.0892
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant that provides chinese food in the more than £30 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.	0.5539	0.5677	6.2466	0.4168	0.5379	2.0654
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.	0.4554	0.4802	6.0186	0.3507	0.4740	1.4341
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.	0.3205	0.3523	5.0717	0.2996	0.5292	0.9233
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.	0.5793	0.5930	6.0007	0.4113	0.5239	1.5200
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.	0.3830	0.4065	5.0240	0.4165	0.6421	1.9484
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.	0.5542	0.5688	5.5694	0.4920	0.6325	1.8205
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.	0.3864	0.4097	5.7767	0.3713	0.6850	0.9087
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the cheap price range. It is located in the city centre. It is near Café Rouge. Its customer rating is 5 out of 5.	0.4237	0.4424	5.0207	0.3481	0.4545	1.3978
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a family-friendly english restaurant with a cheap price range and a customer rating of 5 out of 5. It is located in the city centre near Café Rouge.	0.6973	0.7065	5.7364	0.4966	0.7769	2.4298
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the cheap price range. It is located in the riverside area near Café Rouge. Its customer rating is 5 out of 5.	0.5441	0.5579	6.1168	0.4315	0.5474	1.8287
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a restaurant providing english food in the low price range. It is located in the riverside area near Café Rouge. It has a 5 out of 5 customer rating and is family friendly.	0.6083	0.6195	6.1543	0.4189	0.6559	0.8245
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the cheap price range. It is located in the city centre near Café Rouge. Its customer rating is average.	0.5326	0.5494	4.9107	0.3896	0.6382	1.7588
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a family-friendly restaurant located in the city centre near Café Rouge. It serves english food and has an average customer rating.	0.3339	0.3518	3.2287	0.3159	0.5016	0.7113
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is an english restaurant near Café Rouge in the riverside area. It has an average customer rating and a cheap price range. It is not family-friendly.	0.5320	0.5507	5.7626	0.4725	0.6787	1.4653
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a restaurant providing english food in the low price range. It is located in the riverside area near Café Rouge. It has an average customer rating and is family friendly.	0.5313	0.5479	6.2745	0.4142	0.5873	0.9370
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the city centre near Café Rouge. It is not child friendly and has a customer rating of 1 out of 5.	0.6548	0.6639	5.6357	0.4791	0.7133	1.5452
