name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop in the city centre.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the price range is more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub serving Italian food in the cheap price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Italian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub serving Italian food in the city centre near Raja Indian Cuisine it is a high price range.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Italian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine with a high price range.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Italian food for less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family-friendly pub serving Italian food in the city centre near Raja Indian Cuisine it is a price range of less than £20.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Italian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Indian food in the price range is more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly restaurant that serves Italian food in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap Italian restaurant in the riverside area near Raja Indian Cuisine it is family friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Italian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly restaurant that serves Italian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant near Raja Indian Cuisine in the riverside area it serves Italian food at a high price range it is not child friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly restaurant that serves Italian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant that serves Italian food for less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly restaurant that serves Italian food for less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant near Raja Indian Cuisine in the riverside area it serves Italian food for less than £20 it is not family-friendly.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Italian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Italian food at a moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Italian food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Italian food at a moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Italian food at a moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine and is a high price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food for less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the city centre near Raja Indian Cuisine it is in the.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine and has a price range of less than £20.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 1 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine it has a customer rating of 1 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine it has a customer rating of 1 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the more than £30 it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the city centre near Raja Indian Cuisine with a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family-friendly pub serving Japanese food in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5 and a price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the riverside near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the riverside near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has a low customer rating.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has a low customer rating.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the riverside near Raja Indian Cuisine it has a low customer rating.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that serves Japanese food in the riverside near Raja Indian Cuisine it has a low customer rating.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area it serves Italian food for less than £20 it is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area it food for less than £20 and is family friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Italian food at a moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant that serves Italian food at a moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area it serves Italian food at a moderate price range it is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant that serves Italian food at a moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant that serves Italian food at a price range of more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food, is kid friendly and the price range is £20-25.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap family friendly restaurant that serves Japanese food in the riverside area near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area it serves Japanese food in the high price range and is child friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Japanese food in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Japanese food in the city centre near Raja Indian Cuisine it is family friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food for less than £20 it is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food, is family friendly and the price range is less than £20.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food at a moderate price range it is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food at a moderate price range and is kid friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant that serves Japanese food in the city centre near Raja Indian Cuisine it is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant serving Japanese food in the city centre near Raja Indian Cuisine with a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant near Raja Indian Cuisine in the riverside area Japanese food in the it is not child friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant serving Japanese food in the riverside area near Raja Indian Cuisine and has a price range of more than £30.
name[Wildwood], eatType[coffee shop], area[riverside]	Wildwood is a coffee shop in the riverside area.
name[Wildwood], eatType[pub], area[riverside]	Wildwood is a pub located in the riverside area.
name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly pub serving French food it is located in the riverside area near Raja Indian Cuisine.
name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a pub that serves Indian food in the city centre near Raja Indian Cuisine it is not family friendly.
name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly pub serving Indian food in the city centre near Raja Indian Cuisine.
name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a pub that serves Indian food in the riverside area near Raja Indian Cuisine it is not family friendly.
name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a pub that serves Indian food in the riverside area near Raja Indian Cuisine it is family friendly.
name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a pub that serves Italian food in the city centre near Raja Indian Cuisine it is not family-friendly.
name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family-friendly pub serving Italian food in the city centre near Raja Indian Cuisine.
name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a pub that serves Italian food in the riverside area near Raja Indian Cuisine it is not family-friendly.
name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine.
name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly restaurant serving French food it is located in the riverside area near Raja Indian Cuisine.
name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a restaurant that serves Indian food in the city centre near Raja Indian Cuisine it is not family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is an Indian restaurant in the city centre near Raja Indian Cuisine it is family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a restaurant that serves Indian food in the riverside area near Raja Indian Cuisine it is not family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a restaurant that serves Indian food in the riverside area near Raja Indian Cuisine it is family friendly.
name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is an Italian restaurant near Raja Indian Cuisine in the city centre it is not family-friendly.
name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly restaurant serving Italian food in the city centre near Raja Indian Cuisine.
name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Wildwood is a restaurant that serves Italian food in the riverside area near Raja Indian Cuisine it is not family-friendly.
name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Wildwood is a family friendly restaurant that serves Italian food in the riverside area near Raja Indian Cuisine.
name[Zizzi], eatType[coffee shop], area[riverside]	Zizzi is a coffee shop in the riverside area.
name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]	Zizzi is a coffee shop near Burger King it has an average customer rating.
name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]	Zizzi is a coffee shop near Burger King it has a high customer rating.
name[Zizzi], eatType[coffee shop], near[The Sorrento]	Zizzi is a coffee shop near The Sorrento.
name[Zizzi], eatType[pub], area[riverside]	Zizzi is a pub located in the riverside area.
name[Zizzi], eatType[pub], customer rating[average], near[Burger King]	Zizzi is a pub near Burger King it has an average customer rating.
name[Zizzi], eatType[pub], customer rating[high], near[Burger King]	Zizzi is a pub near Burger King it has a high customer rating.
name[Zizzi], eatType[pub], near[The Sorrento]	Zizzi is a pub near The Sorrento.
