name[Blue Spice], eatType[coffee shop], area[city centre]	In the city centre is a coffee shop named Blue Spice.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, there is a high priced Italian restaurant called The Waterman. It is not family-friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre near Raja Indian Cuisine is a high priced Italian restaurant called The Waterman. It is child friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a high priced Italian restaurant called The Waterman. It is not child friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, there is a high priced restaurant called The Waterman. It is family friendly and serves Italian food.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a non family-friendly Italian restaurant called The Waterman. It is not family-friendly.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly Italian restaurant called The Waterman. It is less than £20.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a non family-friendly Italian restaurant called The Waterman. It is not family-friendly.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	For a pub called The Wrestlers, is a cheap Italian pub near Raja Indian Cuisine. It is not family-friendly.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving Italian food at a £20 price range. It is located near Raja Indian Cuisine in the riverside area.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called The Wrestlers. It serves Italian food and is not kid friendly.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a kid friendly pub called The Wrestlers. It serves Italian food and is moderately priced.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a pub called The Wrestlers. It serves Italian food and is not kid friendly.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a kid friendly pub, The Wrestlers, is located near Raja Indian Cuisine.
name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a pub near Raja Indian Cuisine, The Wrestlers is a family friendly pub serving Italian food in the more than £30 price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is kid friendly and has a price range of £20-25.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a cheap, family friendly pub called The Wrestlers.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	There is a high priced pub that is family friendly, and serves Japanese food. It is located near Raja Indian Cuisine in the riverside area.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not family-friendly and has a price range of less than £20.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly pub called The Wrestlers. It serves Japanese food for less than £20.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, there is a pub called The Wrestlers. It is a cheap Japanese food restaurant that is not family-friendly.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving Japanese food at a £20 price range. It is located near Raja Indian Cuisine in the riverside area.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not kid friendly and has a moderate price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is kid friendly and has a moderate price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, there is a pub called The Wrestlers. It is not kid friendly and serves Japanese food and is moderately priced.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a kid friendly pub called The Wrestlers. It serves Japanese food and is moderately priced.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is kid friendly and has a moderate price range.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	There is a pub called The Wrestlers, near Raja Indian Cuisine. It is not family friendly and serves Japanese food and is moderately priced.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a pub called The Wrestlers. It is a family friendly pub that serves Japanese food.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is child friendly and costs more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a pub that serves Japanese food. It is a child friendly pub. It is called The Wrestlers.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is child friendly and costs more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is child friendly and costs more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, there is a pub called The Wrestlers. It is not child friendly and serves Japanese food at more than £30.
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a Japanese pub called The Wrestlers. It is child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a non family-friendly Italian restaurant called The Wrestlers. It is not family-friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly Italian restaurant, The Wrestlers, is located near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a restaurant called The Wrestlers. It serves Italian food and is not kid friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a kid friendly Italian restaurant called The Wrestlers. It is moderately priced.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a moderately priced Italian restaurant called The Wrestlers. It is not kid friendly.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a kid friendly Italian restaurant, The Wrestlers, is located near Raja Indian Cuisine in the riverside area.
name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a child friendly restaurant called The Wrestlers. It serves Italian food at a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is kid friendly and has a price range of £20-25.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a cheap Japanese restaurant called The Wrestlers. It is family friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, there is a high priced restaurant called The Wrestlers. It is a Japanese restaurant that is child friendly.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is not family-friendly and has a price range of less than £20.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is family friendly and has a price range of less than £20.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is not family-friendly and has a price range of less than £20.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	There is a family friendly restaurant called The Wrestlers. It is located near Raja Indian Cuisine.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is not kid friendly and has a moderate price range.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is kid friendly and has a moderate price range.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is not kid friendly and has a moderate price range.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is kid friendly and has a moderate price range.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, there is a Japanese restaurant called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is a child friendly restaurant with a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese restaurant called The Wrestlers. It is not child friendly and has a price range of more than £30.
name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a Japanese restaurant called The Wrestlers. It is child friendly and costs more than £30.
name[Wildwood], eatType[coffee shop], area[riverside]	In riverside is a coffee shop called Wildwood.
name[Wildwood], eatType[pub], area[riverside]	For a pub in the riverside area, Wildwood is a pub.
name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving French food, Wildwood is located near Raja Indian Cuisine.
name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called Wildwood. It serves Indian food and is not family friendly.
name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family friendly pub called Wildwood.
name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a pub called Wildwood. It serves Indian food and is not family friendly.
name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a family friendly pub called Wildwood.
name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called Wildwood. It serves Italian food and is not family-friendly.
name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly Italian pub called Wildwood.
name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a pub called Wildwood. It serves Italian food and is not family-friendly.
name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving Italian food, Wildwood is located near Raja Indian Cuisine.
name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a French restaurant called Wildwood. It is family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, there is a restaurant called Wildwood. It serves Indian food and is not family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family friendly restaurant called Wildwood.
name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a restaurant called Wildwood. It serves Indian food and is not family friendly.
name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a family friendly restaurant called Wildwood.
name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, there is a restaurant called Wildwood. It serves Italian food and is not family-friendly.
name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly Italian restaurant called Wildwood.
name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a non family-friendly Italian restaurant called Wildwood.
name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a family friendly restaurant called Wildwood.
name[Zizzi], eatType[coffee shop], area[riverside]	In riverside is a coffee shop called Zizzi.
name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]	For a coffee shop near Burger King is Zizzi.
name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]	For a coffee shop near Burger King is Zizzi.
name[Zizzi], eatType[coffee shop], near[The Sorrento]	For a coffee shop near The Sorrento is Zizzi.
name[Zizzi], eatType[pub], area[riverside]	In riverside is a pub called Zizzi.
name[Zizzi], eatType[pub], customer rating[average], near[Burger King]	For a pub near Burger King, Zizzi is a pub.
name[Zizzi], eatType[pub], customer rating[high], near[Burger King]	For a pub near Burger King, Zizzi is a pub.
name[Zizzi], eatType[pub], near[The Sorrento]	For a pub near The Sorrento, Zizzi is a pub.
